,tsne_X,tsne_Y,N,cluster,pos
10,-3.8456695079803467,11.343209266662598,2.0,14.0,"[0.36168302 0.534623   0.39066118 0.53178213 0.41921326 0.52898302
 0.44984014 0.5282999  0.48212814 0.52546872 0.5094922  0.52487388
 0.53882145 0.5263152  0.56974478 0.52562547 0.59811939 0.52703738
 0.62593048 0.52640131 0.65540579 0.52572719 0.68677155 0.53099063
 0.71534867 0.53226496 0.74345888 0.53351848 0.7769621  0.53459806
 0.80607809 0.53768018 0.83100524 0.5427217  0.85748233 0.54951757
 0.88470719 0.5392822  0.90846548 0.54419485 0.36945626 0.57131057
 0.39825773 0.5682108  0.42663747 0.56515643 0.4570804  0.56418498
 0.4868925  0.56113434 0.51412909 0.56028056 0.54969836 0.55710116
 0.58038207 0.55615664 0.6085377  0.55732116 0.6361375  0.556456
 0.6653911  0.555539   0.70099898 0.56826242 0.72927792 0.5692236
 0.75709774 0.57016919 0.78657698 0.57487209 0.81545286 0.57758787
 0.84017519 0.58229692 0.86643605 0.58872871 0.8940049  0.59311721
 0.91569395 0.5958369 ]"
11,44.91139602661133,-17.727497100830078,3.0,41.0,"[0.77887969 0.65957955 0.75930377 0.65696846 0.7338517  0.66046998
 0.71183954 0.65989212 0.68740414 0.65747663 0.66489268 0.65883821
 0.64659726 0.66589315 0.62567398 0.66719361 0.60675205 0.67037363
 0.58978176 0.67345073 0.57431468 0.66836326 0.56537496 0.66485745
 0.55239774 0.66767808 0.54567747 0.66604883 0.53034453 0.66902422
 0.51223205 0.66601317 0.4963357  0.66489784 0.48000746 0.65963301
 0.46686052 0.66873216 0.43986671 0.68083897 0.67462338 0.6484039
 0.65400823 0.64959337 0.63536285 0.6526612  0.61864132 0.65563617
 0.59987474 0.66277077 0.58283178 0.66582037 0.57214775 0.66849674
 0.56179011 0.6772496  0.54971637 0.69427927 0.54532758 0.69457887
 0.53336931 0.68110671 0.52517519 0.69186558 0.51932079 0.70453903
 0.50366416 0.70564254 0.48816071 0.71085915 0.46781609 0.71438807
 0.4447856  0.71604959 0.42115603 0.71355723 0.4018037  0.7086002
 0.37950766 0.6995217  0.80943702 0.61404556 0.7828102  0.61920633
 0.75754942 0.62049463 0.73380209 0.6197623  0.70790919 0.62302629
 0.68571799 0.62612789 0.65889263 0.62552613 0.63596514 0.62669544
 0.612859   0.62988443 0.58908632 0.62706189 0.56934546 0.6239853
 0.54523392 0.62517453 0.5188391  0.63060522 0.49603975 0.6276009
 0.48025445 0.63046572 0.46233096 0.63764551 0.44596456 0.63638548
 0.4291384  0.63090062 0.41230795 0.62748059 0.39308873 0.62627038]"
12,43.94630813598633,-16.898468017578125,3.0,41.0,"[0.75930377 0.65696846 0.7338517  0.66046998 0.71183954 0.65989212
 0.68740414 0.65747663 0.66489268 0.65883821 0.64659726 0.66589315
 0.62567398 0.66719361 0.60675205 0.67037363 0.58978176 0.67345073
 0.57431468 0.66836326 0.56537496 0.66485745 0.55239774 0.66767808
 0.54567747 0.66604883 0.53034453 0.66902422 0.51223205 0.66601317
 0.4963357  0.66489784 0.48000746 0.65963301 0.46686052 0.66873216
 0.43986671 0.68083897 0.41816432 0.67376135 0.65400823 0.64959337
 0.63536285 0.6526612  0.61864132 0.65563617 0.59987474 0.66277077
 0.58283178 0.66582037 0.57214775 0.66849674 0.56179011 0.6772496
 0.54971637 0.69427927 0.54532758 0.69457887 0.53336931 0.68110671
 0.52517519 0.69186558 0.51932079 0.70453903 0.50366416 0.70564254
 0.48816071 0.71085915 0.46781609 0.71438807 0.4447856  0.71604959
 0.42115603 0.71355723 0.4018037  0.7086002  0.37950766 0.6995217
 0.3590098  0.68590948 0.7828102  0.61920633 0.75754942 0.62049463
 0.73380209 0.6197623  0.70790919 0.62302629 0.68571799 0.62612789
 0.65889263 0.62552613 0.63596514 0.62669544 0.612859   0.62988443
 0.58908632 0.62706189 0.56934546 0.6239853  0.54523392 0.62517453
 0.5188391  0.63060522 0.49603975 0.6276009  0.48025445 0.63046572
 0.46233096 0.63764551 0.44596456 0.63638548 0.4291384  0.63090062
 0.41230795 0.62748059 0.39308873 0.62627038 0.3760867  0.62493372]"
13,44.31496047973633,-15.521617889404297,3.0,41.0,"[0.7338517  0.66046998 0.71183954 0.65989212 0.68740414 0.65747663
 0.66489268 0.65883821 0.64659726 0.66589315 0.62567398 0.66719361
 0.60675205 0.67037363 0.58978176 0.67345073 0.57431468 0.66836326
 0.56537496 0.66485745 0.55239774 0.66767808 0.54567747 0.66604883
 0.53034453 0.66902422 0.51223205 0.66601317 0.4963357  0.66489784
 0.48000746 0.65963301 0.46686052 0.66873216 0.43986671 0.68083897
 0.41816432 0.67376135 0.39618856 0.66659458 0.63536285 0.6526612
 0.61864132 0.65563617 0.59987474 0.66277077 0.58283178 0.66582037
 0.57214775 0.66849674 0.56179011 0.6772496  0.54971637 0.69427927
 0.54532758 0.69457887 0.53336931 0.68110671 0.52517519 0.69186558
 0.51932079 0.70453903 0.50366416 0.70564254 0.48816071 0.71085915
 0.46781609 0.71438807 0.4447856  0.71604959 0.42115603 0.71355723
 0.4018037  0.7086002  0.37950766 0.6995217  0.3590098  0.68590948
 0.33842987 0.67427277 0.75754942 0.62049463 0.73380209 0.6197623
 0.70790919 0.62302629 0.68571799 0.62612789 0.65889263 0.62552613
 0.63596514 0.62669544 0.612859   0.62988443 0.58908632 0.62706189
 0.56934546 0.6239853  0.54523392 0.62517453 0.5188391  0.63060522
 0.49603975 0.6276009  0.48025445 0.63046572 0.46233096 0.63764551
 0.44596456 0.63638548 0.4291384  0.63090062 0.41230795 0.62748059
 0.39308873 0.62627038 0.3760867  0.62493372 0.3561455  0.61939582]"
14,45.02742385864258,-15.463665008544922,3.0,41.0,"[0.71183954 0.65989212 0.68740414 0.65747663 0.66489268 0.65883821
 0.64659726 0.66589315 0.62567398 0.66719361 0.60675205 0.67037363
 0.58978176 0.67345073 0.57431468 0.66836326 0.56537496 0.66485745
 0.55239774 0.66767808 0.54567747 0.66604883 0.53034453 0.66902422
 0.51223205 0.66601317 0.4963357  0.66489784 0.48000746 0.65963301
 0.46686052 0.66873216 0.43986671 0.68083897 0.41816432 0.67376135
 0.39618856 0.66659458 0.37426895 0.66359593 0.61864132 0.65563617
 0.59987474 0.66277077 0.58283178 0.66582037 0.57214775 0.66849674
 0.56179011 0.6772496  0.54971637 0.69427927 0.54532758 0.69457887
 0.53336931 0.68110671 0.52517519 0.69186558 0.51932079 0.70453903
 0.50366416 0.70564254 0.48816071 0.71085915 0.46781609 0.71438807
 0.4447856  0.71604959 0.42115603 0.71355723 0.4018037  0.7086002
 0.37950766 0.6995217  0.3590098  0.68590948 0.33842987 0.67427277
 0.31795632 0.66681371 0.73380209 0.6197623  0.70790919 0.62302629
 0.68571799 0.62612789 0.65889263 0.62552613 0.63596514 0.62669544
 0.612859   0.62988443 0.58908632 0.62706189 0.56934546 0.6239853
 0.54523392 0.62517453 0.5188391  0.63060522 0.49603975 0.6276009
 0.48025445 0.63046572 0.46233096 0.63764551 0.44596456 0.63638548
 0.4291384  0.63090062 0.41230795 0.62748059 0.39308873 0.62627038
 0.3760867  0.62493372 0.3561455  0.61939582 0.3561455  0.61939582]"
15,43.07017517089844,-16.107961654663086,3.0,41.0,"[0.68740414 0.65747663 0.66489268 0.65883821 0.64659726 0.66589315
 0.62567398 0.66719361 0.60675205 0.67037363 0.58978176 0.67345073
 0.57431468 0.66836326 0.56537496 0.66485745 0.55239774 0.66767808
 0.54567747 0.66604883 0.53034453 0.66902422 0.51223205 0.66601317
 0.4963357  0.66489784 0.48000746 0.65963301 0.46686052 0.66873216
 0.43986671 0.68083897 0.41816432 0.67376135 0.39618856 0.66659458
 0.37426895 0.66359593 0.34491977 0.66311802 0.59987474 0.66277077
 0.58283178 0.66582037 0.57214775 0.66849674 0.56179011 0.6772496
 0.54971637 0.69427927 0.54532758 0.69457887 0.53336931 0.68110671
 0.52517519 0.69186558 0.51932079 0.70453903 0.50366416 0.70564254
 0.48816071 0.71085915 0.46781609 0.71438807 0.4447856  0.71604959
 0.42115603 0.71355723 0.4018037  0.7086002  0.37950766 0.6995217
 0.3590098  0.68590948 0.33842987 0.67427277 0.31795632 0.66681371
 0.30098028 0.64377968 0.70790919 0.62302629 0.68571799 0.62612789
 0.65889263 0.62552613 0.63596514 0.62669544 0.612859   0.62988443
 0.58908632 0.62706189 0.56934546 0.6239853  0.54523392 0.62517453
 0.5188391  0.63060522 0.49603975 0.6276009  0.48025445 0.63046572
 0.46233096 0.63764551 0.44596456 0.63638548 0.4291384  0.63090062
 0.41230795 0.62748059 0.39308873 0.62627038 0.3760867  0.62493372
 0.3561455  0.61939582 0.3561455  0.61939582 0.32395453 0.61867931]"
16,42.00102996826172,-13.443929672241211,3.0,41.0,"[0.66489268 0.65883821 0.64659726 0.66589315 0.62567398 0.66719361
 0.60675205 0.67037363 0.58978176 0.67345073 0.57431468 0.66836326
 0.56537496 0.66485745 0.55239774 0.66767808 0.54567747 0.66604883
 0.53034453 0.66902422 0.51223205 0.66601317 0.4963357  0.66489784
 0.48000746 0.65963301 0.46686052 0.66873216 0.43986671 0.68083897
 0.41816432 0.67376135 0.39618856 0.66659458 0.37426895 0.66359593
 0.34491977 0.66311802 0.31990227 0.66019416 0.58283178 0.66582037
 0.57214775 0.66849674 0.56179011 0.6772496  0.54971637 0.69427927
 0.54532758 0.69457887 0.53336931 0.68110671 0.52517519 0.69186558
 0.51932079 0.70453903 0.50366416 0.70564254 0.48816071 0.71085915
 0.46781609 0.71438807 0.4447856  0.71604959 0.42115603 0.71355723
 0.4018037  0.7086002  0.37950766 0.6995217  0.3590098  0.68590948
 0.33842987 0.67427277 0.31795632 0.66681371 0.30098028 0.64377968
 0.27967299 0.63167386 0.68571799 0.62612789 0.65889263 0.62552613
 0.63596514 0.62669544 0.612859   0.62988443 0.58908632 0.62706189
 0.56934546 0.6239853  0.54523392 0.62517453 0.5188391  0.63060522
 0.49603975 0.6276009  0.48025445 0.63046572 0.46233096 0.63764551
 0.44596456 0.63638548 0.4291384  0.63090062 0.41230795 0.62748059
 0.39308873 0.62627038 0.3760867  0.62493372 0.3561455  0.61939582
 0.3561455  0.61939582 0.32395453 0.61867931 0.31095315 0.612703  ]"
17,42.68738555908203,-14.248830795288086,3.0,41.0,"[0.64659726 0.66589315 0.62567398 0.66719361 0.60675205 0.67037363
 0.58978176 0.67345073 0.57431468 0.66836326 0.56537496 0.66485745
 0.55239774 0.66767808 0.54567747 0.66604883 0.53034453 0.66902422
 0.51223205 0.66601317 0.4963357  0.66489784 0.48000746 0.65963301
 0.46686052 0.66873216 0.43986671 0.68083897 0.41816432 0.67376135
 0.39618856 0.66659458 0.37426895 0.66359593 0.34491977 0.66311802
 0.31990227 0.66019416 0.29902052 0.65043602 0.57214775 0.66849674
 0.56179011 0.6772496  0.54971637 0.69427927 0.54532758 0.69457887
 0.53336931 0.68110671 0.52517519 0.69186558 0.51932079 0.70453903
 0.50366416 0.70564254 0.48816071 0.71085915 0.46781609 0.71438807
 0.4447856  0.71604959 0.42115603 0.71355723 0.4018037  0.7086002
 0.37950766 0.6995217  0.3590098  0.68590948 0.33842987 0.67427277
 0.31795632 0.66681371 0.30098028 0.64377968 0.27967299 0.63167386
 0.26085909 0.62150863 0.65889263 0.62552613 0.63596514 0.62669544
 0.612859   0.62988443 0.58908632 0.62706189 0.56934546 0.6239853
 0.54523392 0.62517453 0.5188391  0.63060522 0.49603975 0.6276009
 0.48025445 0.63046572 0.46233096 0.63764551 0.44596456 0.63638548
 0.4291384  0.63090062 0.41230795 0.62748059 0.39308873 0.62627038
 0.3760867  0.62493372 0.3561455  0.61939582 0.3561455  0.61939582
 0.32395453 0.61867931 0.31095315 0.612703   0.29748567 0.6023033 ]"
18,39.68677520751953,14.640600204467773,2.0,6.0,"[0.90921443 0.66424356 0.88941462 0.6637187  0.86937081 0.66318737
 0.84907838 0.66264944 0.8301651  0.65636346 0.813076   0.65365624
 0.79363511 0.6453442  0.77808141 0.6424345  0.76219424 0.63566105
 0.74633231 0.63267524 0.72434304 0.62997826 0.70397852 0.62518639
 0.68335907 0.62033453 0.66063142 0.61948287 0.63947007 0.614532
 0.61803867 0.60951796 0.59442916 0.60857718 0.57472573 0.60539628
 0.55246568 0.60022745 0.53032162 0.60117075 0.929276   0.62822338
 0.8917059  0.62847728 0.87851138 0.61618764 0.8620281  0.6170375
 0.841659   0.61808772 0.82316857 0.62471727 0.81397614 0.63089397
 0.79859913 0.62793007 0.79268688 0.62443135 0.77710279 0.62141618
 0.75549788 0.61866794 0.735496   0.61384642 0.70658604 0.59759279
 0.6819767  0.5947105  0.66104633 0.58962582 0.63973553 0.58247447
 0.61637583 0.5813575  0.59688518 0.57803633 0.57486885 0.5727137
 0.55657879 0.56100992]"
19,38.41252136230469,13.661219596862793,2.0,6.0,"[0.88941462 0.6637187  0.86937081 0.66318737 0.84907838 0.66264944
 0.8301651  0.65636346 0.813076   0.65365624 0.79363511 0.6453442
 0.77808141 0.6424345  0.76219424 0.63566105 0.74633231 0.63267524
 0.72434304 0.62997826 0.70397852 0.62518639 0.68335907 0.62033453
 0.66063142 0.61948287 0.63947007 0.614532   0.61803867 0.60951796
 0.59442916 0.60857718 0.57472573 0.60539628 0.55246568 0.60022745
 0.53032162 0.60117075 0.51227304 0.5998645  0.8917059  0.62847728
 0.87851138 0.61618764 0.8620281  0.6170375  0.841659   0.61808772
 0.82316857 0.62471727 0.81397614 0.63089397 0.79859913 0.62793007
 0.79268688 0.62443135 0.77710279 0.62141618 0.75549788 0.61866794
 0.735496   0.61384642 0.70658604 0.59759279 0.6819767  0.5947105
 0.66104633 0.58962582 0.63973553 0.58247447 0.61637583 0.5813575
 0.59688518 0.57803633 0.57486885 0.5727137  0.55657879 0.56100992
 0.5363888  0.55751087]"
20,38.63454818725586,13.536417961120605,2.0,6.0,"[0.86937081 0.66318737 0.84907838 0.66264944 0.8301651  0.65636346
 0.813076   0.65365624 0.79363511 0.6453442  0.77808141 0.6424345
 0.76219424 0.63566105 0.74633231 0.63267524 0.72434304 0.62997826
 0.70397852 0.62518639 0.68335907 0.62033453 0.66063142 0.61948287
 0.63947007 0.614532   0.61803867 0.60951796 0.59442916 0.60857718
 0.57472573 0.60539628 0.55246568 0.60022745 0.53032162 0.60117075
 0.51227304 0.5998645  0.49133731 0.59239197 0.87851138 0.61618764
 0.8620281  0.6170375  0.841659   0.61808772 0.82316857 0.62471727
 0.81397614 0.63089397 0.79859913 0.62793007 0.79268688 0.62443135
 0.77710279 0.62141618 0.75549788 0.61866794 0.735496   0.61384642
 0.70658604 0.59759279 0.6819767  0.5947105  0.66104633 0.58962582
 0.63973553 0.58247447 0.61637583 0.5813575  0.59688518 0.57803633
 0.57486885 0.5727137  0.55657879 0.56100992 0.5363888  0.55751087
 0.51582507 0.55189016]"
